id,title_no,par_id,source
932817,NA10C/539,4920297,LINZ
932818,NA10C/54,4903764,LINZ
932819,NA10C/540,4791929,LINZ
932820,NA10C/541,5178012,LINZ
932821,NA10C/542,5178537,LINZ
932822,NA10C/543,5050585,LINZ
932823,NA10C/544,4919918,LINZ
932824,NA10C/545,4822320,LINZ
932825,NA10C/546,5178281,LINZ
932826,NA10C/547,5177790,LINZ
932827,NA10C/548,5177792,LINZ
932828,NA10C/549,5161421,LINZ
932829,NA10C/55,4906854,LINZ
932830,NA10C/550,4920072,LINZ
932832,NA10C/552,4791928,LINZ
932833,NA10C/553,5033340,LINZ
932834,NA10C/554,4791487,LINZ
932835,NA10C/555,5048762,LINZ
932836,NA10C/556,5178010,LINZ
932837,NA10C/557,4919807,LINZ
932838,NA10C/558,4793820,LINZ
932839,NA10C/559,4791489,LINZ
932840,NA10C/56,4778703,LINZ
932841,NA10C/560,5177534,LINZ
932842,NA10C/562,4919806,LINZ
932843,NA10C/563,5048245,LINZ
932844,NA10C/564,4791488,LINZ
932845,NA10C/565,4919805,LINZ
932846,NA10C/566,4791584,LINZ
932847,NA10C/567,5048376,LINZ
932848,NA10C/568,5177533,LINZ
932849,NA10C/569,4919663,LINZ
932850,NA10C/570,5048135,LINZ
932851,NA10C/571,5177430,LINZ
932852,NA10C/572,5048136,LINZ
932853,NA10C/573,4919544,LINZ
932854,NA10C/574,5177301,LINZ
932855,NA10C/576,5048030,LINZ
932856,NA10C/577,4919569,LINZ
932857,NA10C/579,5178011,LINZ
932858,NA10C/58,4778863,LINZ
932859,NA10C/580,5177793,LINZ
932860,NA10C/581,4791721,LINZ
932861,NA10C/582,5048364,LINZ
932862,NA10C/583,4954291,LINZ
932863,NA10C/584,5177336,LINZ
932864,NA10C/585,4919572,LINZ
932865,NA10C/586,5055103,LINZ
932866,NA10C/588,5177340,LINZ
932867,NA10C/59,5164669,LINZ
932868,NA10C/590,5001905,LINZ
932869,NA10C/593,5049292,LINZ
932870,NA10C/594,4950273,LINZ
932871,NA10C/596,4939037,LINZ
932872,NA10C/597,4826005,LINZ
932873,NA10C/598,4825221,LINZ
932874,NA10C/599,4952623,LINZ
932876,NA10C/60,4779130,LINZ
932877,NA10C/601,5127216,LINZ
932878,NA10C/602,4836527,LINZ
932879,NA10C/605,4928407,LINZ
932880,NA10C/606,4989595,LINZ
932881,NA10C/608,4744961,LINZ
932882,NA10C/609,4774853,LINZ
932885,NA10C/616,4987424,LINZ
932886,NA10C/623,4715638,LINZ
932887,NA10C/624,4964417,LINZ
932888,NA10C/627,4702758,LINZ
932890,NA10C/63,4907467,LINZ
932891,NA10C/630,5022815,LINZ
932892,NA10C/632,5077223,LINZ
932893,NA10C/635,5130881,LINZ
932894,NA10C/636,5137776,LINZ
932895,NA10C/640,5008815,LINZ
932896,NA10C/641,5039109,LINZ
932897,NA10C/642,4998941,LINZ
932898,NA10C/643,4884632,LINZ
932899,NA10C/644,4897098,LINZ
932900,NA10C/645,4914712,LINZ
932901,NA10C/646,5033245,LINZ
932902,NA10C/647,5160927,LINZ
932903,NA10C/648,5138486,LINZ
932904,NA10C/649,4988181,LINZ
932905,NA10C/650,4918415,LINZ
932906,NA10C/651,4845715,LINZ
932907,NA10C/652,5166750,LINZ
932908,NA10C/653,5155523,LINZ
932909,NA10C/654,5075248,LINZ
932910,NA10C/655,4952403,LINZ
932911,NA10C/657,4714618,LINZ
932912,NA10C/658,4888738,LINZ
932913,NA10C/660,5057287,LINZ
932914,NA10C/661,4919554,LINZ
932915,NA10C/663,4753212,LINZ
932916,NA10C/664,4783756,LINZ
932917,NA10C/665,5046427,LINZ
932918,NA10C/667,4697085,LINZ
932919,NA10C/669,4897904,LINZ
932920,NA10C/67,5107778,LINZ
932921,NA10C/670,5153305,LINZ
932922,NA10C/671,4938784,LINZ
932924,NA10C/674,5003483,LINZ
932925,NA10C/675,5103518,LINZ
932926,NA10C/676,4716811,LINZ
932927,NA10C/677,5104042,LINZ
932928,NA10C/678,4787786,LINZ
932929,NA10C/679,4717405,LINZ
932930,NA10C/680,4708823,LINZ
932931,NA10C/681,4965123,LINZ
932932,NA10C/682,5094972,LINZ
932933,NA10C/683,4721219,LINZ
932934,NA10C/684,5040165,LINZ
932935,NA10C/685,5111716,LINZ
932936,NA10C/686,4965243,LINZ
932937,NA10C/687,4980470,LINZ
932938,NA10C/689,4712037,LINZ
932939,NA10C/690,4853718,LINZ
932940,NA10C/691,4966042,LINZ
932941,NA10C/692,4837794,LINZ
932942,NA10C/693,4782437,LINZ
932943,NA10C/697,5178973,LINZ
932944,NA10C/700,4970429,LINZ
932945,NA10C/701,5170056,LINZ
932946,NA10C/703,4857185,LINZ
932947,NA10C/705,4695450,LINZ
932948,NA10C/706,5127498,LINZ
932949,NA10C/707,4839421,LINZ
932950,NA10C/710,4986966,LINZ
932951,NA10C/711,5149823,LINZ
932952,NA10C/712,4748048,LINZ
932954,NA10C/714,5130928,LINZ
932955,NA10C/715,4724613,LINZ
932956,NA10C/716,4763837,LINZ
932957,NA10C/717,4873811,LINZ
932958,NA10C/718,4948237,LINZ
932959,NA10C/719,5153805,LINZ
932960,NA10C/72,5035099,LINZ
932961,NA10C/720,4778153,LINZ
932962,NA10C/721,5020629,LINZ
932963,NA10C/722,4840125,LINZ
932964,NA10C/723,4832376,LINZ
932965,NA10C/724,4702177,LINZ
932966,NA10C/725,4833752,LINZ
932967,NA10C/726,4835479,LINZ
932968,NA10C/727,4968593,LINZ
932969,NA10C/728,5083018,LINZ
932971,NA10C/730,5084948,LINZ
932972,NA10C/731,4756414,LINZ
932973,NA10C/732,5026609,LINZ
932974,NA10C/733,4884292,LINZ
932975,NA10C/734,5142117,LINZ
932976,NA10C/735,4980927,LINZ
932977,NA10C/736,4936896,LINZ
932978,NA10C/737,4896979,LINZ
932979,NA10C/738,4753905,LINZ
932980,NA10C/739,4890682,LINZ
932981,NA10C/740,4762506,LINZ
932982,NA10C/742,5019359,LINZ
932983,NA10C/743,4890699,LINZ
932984,NA10C/744,4762541,LINZ
932985,NA10C/747,5147611,LINZ
932986,NA10C/748,5147601,LINZ
932987,NA10C/749,4761173,LINZ
932987,NA10C/749,4761173,LINZ
932988,NA10C/75,4777529,LINZ
932989,NA10C/750,4761162,LINZ
932990,NA10C/751,5147101,LINZ
932991,NA10C/752,5133488,LINZ
932992,NA10C/753,5133482,LINZ
932993,NA10C/754,5148445,LINZ
932994,NA10C/755,4794720,LINZ
932995,NA10C/756,4890582,LINZ
932996,NA10C/757,4762443,LINZ
932998,NA10C/759,4762442,LINZ
932999,NA10C/760,4890569,LINZ
933000,NA10C/761,5019243,LINZ
933001,NA10C/762,4922891,LINZ
933003,NA10C/764,5133492,LINZ
933004,NA10C/765,5004484,LINZ
933005,NA10C/766,5004481,LINZ
933006,NA10C/767,4875983,LINZ
933008,NA10C/77,4905504,LINZ
933010,NA10C/771,4997234,LINZ
933011,NA10C/773,4746423,LINZ
933012,NA10C/774,5087194,LINZ
933013,NA10C/775,4955986,LINZ
933014,NA10C/776,4956173,LINZ
933015,NA10C/777,4956027,LINZ
933016,NA10C/778,4699772,LINZ
933017,NA10C/779,4699773,LINZ
933018,NA10C/78,4905352,LINZ
933019,NA10C/780,4699778,LINZ
933020,NA10C/781,5066078,LINZ
933021,NA10C/786,5083761,LINZ
933022,NA10C/787,5183568,LINZ
933023,NA10C/788,4941850,LINZ
933024,NA10C/789,5072090,LINZ
933025,NA10C/790,4924012,LINZ
933027,NA10C/792,4795837,LINZ
933028,NA10C/793,4923161,LINZ
933029,NA10C/797,5173810,LINZ
933029,NA10C/797,5173810,LINZ
933030,NA10C/798,4911186,LINZ
933031,NA10C/800,4906476,LINZ
933032,NA10C/801,5164088,LINZ
933033,NA10C/802,4787750,LINZ
933033,NA10C/802,4787750,LINZ
933034,NA10C/803,4964351,LINZ
933035,NA10C/813,5034921,LINZ
933037,NA10C/818,5125337,LINZ
933038,NA10C/819,5144417,LINZ
933039,NA10C/82,4792510,LINZ
933040,NA10C/822,5017226,LINZ
933041,NA10C/823,4990956,LINZ
933042,NA10C/824,4850964,LINZ
933043,NA10C/826,5101740,LINZ
933044,NA10C/827,4900784,LINZ
933045,NA10C/83,4696794,LINZ
933047,NA10C/831,5069962,LINZ
933048,NA10C/832,5198969,LINZ
933049,NA10C/834,4917787,LINZ
933050,NA10C/835,5170330,LINZ
933051,NA10C/836,5170347,LINZ
933052,NA10C/837,4764395,LINZ
933053,NA10C/838,4777514,LINZ
933054,NA10C/839,5161914,LINZ
933055,NA10C/840,4919777,LINZ
933056,NA10C/842,4781015,LINZ
933057,NA10C/846,5182372,LINZ
933058,NA10C/85,5178544,LINZ
933059,NA10C/854,4786634,LINZ
933060,NA10C/856,4980469,LINZ
933061,NA10C/859,5047024,LINZ
933062,NA10C/86,4712666,LINZ
933063,NA10C/863,4855009,LINZ
933064,NA10C/864,5051027,LINZ
933065,NA10C/865,4750262,LINZ
933066,NA10C/866,4830789,LINZ
933067,NA10C/867,4868344,LINZ
933068,NA10C/868,4919718,LINZ
933069,NA10C/869,4859784,LINZ
933070,NA10C/87,4715272,LINZ
933071,NA10C/870,4993322,LINZ
933072,NA10C/871,4972362,LINZ
933073,NA10C/872,5104507,LINZ
933074,NA10C/873,5093424,LINZ
933075,NA10C/874,4983850,LINZ
933076,NA10C/875,4849564,LINZ
933077,NA10C/876,4977918,LINZ
933078,NA10C/877,5028157,LINZ
933079,NA10C/878,4788306,LINZ
933080,NA10C/879,4690630,LINZ
933081,NA10C/88,5103618,LINZ
933082,NA10C/880,4834907,LINZ
933083,NA10C/881,4968482,LINZ
933084,NA10C/882,4710971,LINZ
933085,NA10C/883,4864608,LINZ
933086,NA10C/884,4898925,LINZ
933087,NA10C/885,5050950,LINZ
933088,NA10C/886,4724775,LINZ
933089,NA10C/887,4865257,LINZ
933091,NA10C/890,4732970,LINZ
933092,NA10C/891,4819007,LINZ
933093,NA10C/892,4705152,LINZ
933094,NA10C/893,5139467,LINZ
933095,NA10C/894,5120171,LINZ
933096,NA10C/895,5119136,LINZ
933097,NA10C/896,4986409,LINZ
933098,NA10C/897,4989950,LINZ
933099,NA10C/899,4728113,LINZ
933100,NA10C/90,4920835,LINZ
933101,NA10C/902,4728148,LINZ
933102,NA10C/903,4907068,LINZ
933103,NA10C/909,5133089,LINZ
933104,NA10C/91,4822976,LINZ
933105,NA10C/910,4885719,LINZ
933106,NA10C/911,4885800,LINZ
933107,NA10C/915,4844205,LINZ
933108,NA10C/92,4693322,LINZ
933109,NA10C/920,5172328,LINZ
933112,NA10C/923,4936913,LINZ
933113,NA10C/924,5164247,LINZ
933114,NA10C/925,4776316,LINZ
933115,NA10C/926,4831383,LINZ
933116,NA10C/927,4900623,LINZ
933117,NA10C/929,5049309,LINZ
933118,NA10C/93,5178555,LINZ
933119,NA10C/930,4875218,LINZ
933120,NA10C/931,4748678,LINZ
933121,NA10C/932,5005322,LINZ
933122,NA10C/933,4898039,LINZ
933123,NA10C/934,4780672,LINZ
933124,NA10C/935,4930533,LINZ
933125,NA10C/936,5101295,LINZ
933126,NA10C/94,5032213,LINZ
933127,NA10C/940,4831255,LINZ
933130,NA10C/947,5033594,LINZ
933131,NA10C/948,4839025,LINZ
933132,NA10C/95,4827175,LINZ
933133,NA10C/959,4896472,LINZ
933134,NA10C/96,5049285,LINZ
933135,NA10C/960,4896584,LINZ
933136,NA10C/962,5154433,LINZ
933137,NA10C/964,5099441,LINZ
933138,NA10C/965,5102903,LINZ
933139,NA10C/966,4716029,LINZ
933140,NA10C/967,4723354,LINZ
933141,NA10C/97,4696213,LINZ
933142,NA10C/970,4884416,LINZ
933143,NA10C/971,5038307,LINZ
933144,NA10C/972,4839690,LINZ
933145,NA10C/977,4903581,LINZ
933146,NA10C/978,4771106,LINZ
933147,NA10C/979,4866790,LINZ
933148,NA10C/98,4952380,LINZ
933149,NA10C/980,5181664,LINZ
933150,NA10C/982,5079082,LINZ
933151,NA10C/983,4881152,LINZ
933152,NA10C/984,5011615,LINZ
933153,NA10C/985,5132480,LINZ
933154,NA10C/987,5164195,LINZ
933155,NA10C/988,4692322,LINZ
933156,NA10C/989,5196504,LINZ
933157,NA10C/99,4929090,LINZ
933158,NA10C/991,5044398,LINZ
933159,NA10C/992,5018420,LINZ
933160,NA10C/993,4950869,LINZ
933162,NA10C/995,4948875,LINZ
933163,NA10C/996,5147607,LINZ
933164,NA10C/997,5163155,LINZ
933165,NA10C/998,4988907,LINZ
933166,NA10C/999,4863831,LINZ
2638145,NA10C/1124,4965664,LINZ
2638145,NA10C/1124,4965664,LINZ
2638145,NA10C/1124,4965664,LINZ
